公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
菱生,半導體業,2369,662,536,591,507,0.1705,0,0,858021,0.2314,1,0.00015,1750.45,63035.32,11581.47,17.4693,9,3,0,0,1,1,61.0258,882.123,943.1488,0.2543,1,1,1,1
瑞昱,半導體業,2379,4910,4617,3839,3069,0.092,0,0,42871.41,9.01,4,0,808.486,25654.39,1086.586,0.2367,10,3,1,0.1,1,0.3,11.5527,20.32,31.8727,18.18,1,1,1,1
威盛,半導體業,2388,1915,1672,1632,1443,0.2096,3,0.008,19880,2.13,1,0.21985,0.04,1132.56,2.25,0.122,7,3,1,0.14,1,1,0.23475,15.81,32.6,0.0035,1,1,1,1
凌陽,半導體業,2401,1770,1539,1592,1358,0.2614,0,0,29240,4.3603,3,0,2.4139,3631.82,288.706,0.5419,7,4,0,0,0.9796,1,0.74475,27.6315,101.03,0.1507,1,1,1,1
南亞科,半導體業,2408,1748,1575,1581,1350,0.3444,0,0,3387740,3.11,29,0.0095,59787.8,381165.89,740675.32,0.405,12,4,2,0.1667,0.9306,1,17598,6383,23981,0.022,1,1,1,1
統懋,半導體業,2434,693,568,557,492,0.0385,0,0,17366,364.4415,1,0.4366,77.481,2023.015,288.706,0.064,6,2,4,0.6667,0.8333,1,0,12.05,12.05,0.2529,1,1,1,1
偉詮電,半導體業,2436,1448,1246,1151,1071,0.1478,1,0.003,0.943,0.0003,2,0,44,1416,369.83,0.53,10,3,1,0.1,1,1,0,1.1943,1.808,0.0006,1,1,1,1
超豐,半導體業,2441,895,750,783,630,0.4266,4,0.001,1106755,69.3877,2,0.00055,1176.25,107478.1,32247.41,8.8338,9,3,0,0,0.8889,0.4444,322.8135,1707.07,2029.89,0.1273,1,1,1,1
京元電子,半導體業,2449,942,809,863,711,0.3309,16,0.0016,3280000,8917,14,0.0001,6522,412522,79728,1356,9,3,0,0,1,0.5556,269.1,2753,3022.1,8.1,1,1,1,1
創見,半導體業,2451,902,758,748,601,0.152,0,0,28380,2.3411,1,0,34.99,4087.88,288.706,0.34,9,3,2,0.2222,0.9167,1,0.74475,27.6315,216.84,0.0179,1,1,1,1
聯發科,半導體業,2454,5337,4992,4867,3747,0.056,0,0,485629,39.37,4,0,6078,84243,9196.365,7.32,8,3,0,0,1,1,934.72,208.3,218.55,0.0177,1,1,1,1
義隆,半導體業,2458,2000,1746,1745,1572,0.1559,0,0,19735,31.34,4,0.21985,154.922,2913.47,575.162,0.006,9,4,0,0,0.97,1,1.00475,21.275,60.204,0.082,1,1,1,1
強茂,半導體業,2481,921,774,770,555,0.4138,17,0.0114,301439,34.04,4,0.0033,1437.44,25242.32,249.689,3.0408,7,3,0,0,0.9423,1,81.019,250.0075,331.0265,0.0374,1,1,1,1
晶豪科,半導體業,3006,2837,2590,2585,2443,0.2373,0,0,20499,1.2647,2,0.21985,44.53,3591.52,288.706,0.2243,9,4,0,0,0.9855,1,0.4695,19.57,20.0395,0.0012,1,1,1,1
聯陽,半導體業,3014,2306,2069,2013,1891,0.13,0,0,14042,2.69,2,0.21985,958,1319,288.706,0.44,7,3,2,0.2857,1,1,1.96,19.84,21.8,0.0042,1,1,1,1
嘉晶,半導體業,3016,1307,1108,1145,1050,0.2766,0,0,632188.2,107.15,1,0.00015,488.1,54439.3,4321.245,9.3,9,3,1,0.1111,0.9524,0.8889,5.2,174.45,179.65,0.0014,1,1,1,1
聯詠,半導體業,3034,4381,4053,3959,3222,0.0753,0,0,93489,0.8502,4,0.0029,462.8166,18107.35,1362515.1,0.1689,8,3,1,0.125,1,1,0,372.33,372.33,0.0034,1,1,1,1
智原,半導體業,3035,3108,2847,2550,2072,0.2078,0,0,17645,1.54,4,0.0031,111.324,3283.91,288.706,0.29,9,3,2,0.2222,1,1,1.54,22.98,24.52,0.002,1,1,1,1
揚智,半導體業,3041,2090,1842,1798,1643,0.13,0,0,1608,0.0368,2,0,0,1041.92,369.83,0.0238,5,3,1,0.2,1,0.6,0,34,34,0.0008,1,1,1,1
聯傑,半導體業,3094,1673,1459,1209,1177,0.1667,0,0,4329,14.6255,1,0,68.808,400.6581,696.1001,1.5861,7,3,1,0.143,1,1,0.44435,11.3749,7.221,0.0244,1,1,1,1
景碩,半導體業,3189,1088,960,940,680,0.111,32,0.0052,5700988,1.6833,33,0,16213.44,254282.15,5906.5,0.0799,9,3,1,0.1111,0.9778,1,8522.3,5081.59,13603.89,0.004,1,1,1,1
虹冠電,半導體業,3257,1679,1496,1117,942,0,0,0,1476,2.9055,1,0,0,298,35.24,0.5866,7,3,0,0,1,1,0,2.378,2.378,0.0047,1,1,1,1
京鼎,半導體業,3413,1742,1577,1512,1222,0.2697,2,0.007,299418,0.0201,4,0.18465,151.6125,3100.71,7881.58,0.0028,7,4,2,0.2857,0.9387,0.8571,20.95,866.15,887.1,0.0597,1,1,1,1
創意,半導體業,3443,4218,3925,2706,2163,0.1383,0,0,15774,0.65,22,0.0013,174.8613,8708.62,1598.01,0.436,9,5,1,0.11,0.98,1,1.036,1.54,2.576,0.0001,1,1,1,1
聯鈞,半導體業,3450,770,555,619,529,0.3,7,0.012,44240,3.3507,1,0,137.68,9095.11,288.706,1.35745,7,3,1,0.1429,1,1,6.28635,28.0065,35.426,0.0755,1,1,1,1
晶相光,半導體業,3530,2716,2443,2777,1999,0.1667,0,0,10249.6145,1.40235,2,0.00155,77.927,1901.2751,1253744,0.25715,5,3,1,0.2,1,1,1.00475,21.275,10.6924,0.0016,1,1,1,1
台勝科,半導體業,3532,1307,1134,1145,1094,0.05,0,0,3040015,0.185,2,0.00015,5914.32,224035.65,5325377.07,14.03,10,3,1,0.1,0.967,1,1.96,9305.55,9307.51,0.568,1,1,1,1
敦泰,半導體業,3545,3770,3508,1897,1536,0.0909,0,0,1240.6145,23.7745,4,0,87.98,1039.81,4402.34,2.68,8,4,1,0.125,0.97,1,0.98,40.47,3.47,0.0003,1,1,1,1
辛耘,半導體業,3583,1179,1010,975,817,0.2071,3,0.005,351530,19.125,4,0.02165,718,9981,4354.1545,1.35745,9,3,2,0.22,0,1,58.6745,141.44375,314.45,0.38015,1,1,1,1
通嘉,半導體業,3588,2049,1801,1645,1474,0.1429,1,0.0057,3646.8,2.3439,1,0,47.904,498.87905,704.42,0.4528,7,7,0,0,0.9808,1,0.68,2.4,3.08,0.002,1,1,1,1
瑞鼎,半導體業,3592,5382,5001,4866,3719,0.0976,0,0,9559,12.29,3,0,278.5975,1290.62,87.539,0.07,7,3,0,0,0.97,1,0.026,38.8195,32.55,0.0014,1,1,1,1
世芯-KY,半導體業,3661,2150,1882.5,1816.5,1446,0.33,0,0,0.229,1.46275,4,0,43.99,211.0302,4418.56,1.625,7,3,0,0,1,1,0,1.1943,1.3453,0.00025,1,1,1,1
達能,半導體業,3686,1584,1322,856,893,0.1667,0,0,1.06,0.02,1,0,0,25.2,369.83,0.57,5,3,1,0.2,1,1,0,0.0106,0.0106,0.0002,1,1,1,1
日月光投控,半導體業,3711,6377,5508,1001,772,0.5152,100,0,23398955.95,1.0718,19,0.1937,90993.11,1671242.49,13350245.18,0.081,13,3,1,0.0769,0.9551,1,25418.89,49972.38,75391.27,1.164,1,1,1,1
新唐,半導體業,4919,2045,1877,1880,1441,0.1387,2,0.0013,407532,40.0561,4,0,36326.24,36797.67,18392.73,3.75,11,4,1,0.09,0.95,0.91,529,284,813,80,1,1,1,1
凌通,半導體業,4952,2526,2284,2203,2081,0.167,0,0,5253,1.6574,1,0,49.28,685.78,2.8,0.2328,7,3,1,0.1429,1,1,0,32.825,13.62,0.0043,1,1,1,1
天鈺,半導體業,4961,3017,2736,2958,2225,0.169,0,0,5389,0.274,4,0,0,740,72.9,0.038,7,3,2,0.2857,0.9429,1,0,61.1,61.1,0.0031,1,1,1,1
十銓,半導體業,4967,762,631,625,545,0.4375,0,0,3636,0.54,1,0,19.45,870.18,419.55005,1.32,7,3,2,0.2857,1,1,1.82,11.34,13.16,0.0196,1,1,1,1
立積,半導體業,4968,1699,1485,1453,1202,0.183,0,0,3880,1.131,57,0,27,597.1,143,0.1819,9,4,1,0.1111,0.98,1,0.2087,20.3498,20.5585,0.006,1,1,1,1
全訊,半導體業,5222,987,832,782,700,0,0,0,13227,12.7797,1,0.21985,9.2223,1654.06,502.228,1.607,10,4,1,0.1,0.9839,1,4.535,24.2926,28.8276,0.0278,1,1,1,1
祥碩,半導體業,5269,3407,3148,2361,1882,0.118,0,0,2481,47.275,2,0,43.476,534.275,8801.88,11.009,7,3,0,0,0.9429,1,0,47.55,19.8704,0.379,1,1,1,1
界霖,半導體業,5285,665,583,557,508,0.47,6,0.018,147685,0.44835,3,0.00145,24.1311,6081,681257.55,19.21195,7,3,0,0,1,1,144.63,14.51,159.14,0.00185,1,1,1,1
松翰,半導體業,5471,1905,1684,1747,1598,0.16,0,0,2667,0.0009,4,0,16.35865,681.648,423.71,0.4461,9,3,0,0,0.98,0.33,0.10435,10.2499,0.2,0.0001,1,1,1,1
盛群,半導體業,6202,1873,1642,1348,1642,0.24,0,0,15638,2.5994,4,0.21985,87.5783,1435.05,288.706,0.25,9,3,1,0.11,1,1,5.654,456.0263,11.4481,0.0019,1,1,1,1
力成,半導體業,6239,996,854,863,688,0.297,14,0.0012,2904510,55.11,4,0.0002,14452.87,377208.72,325703.24,7.4,11,4,1,0.0909,0.9818,0.5455,2495.25,5339.83,7835.08,0.15,1,1,1,1
迅杰,半導體業,6243,2066,1853,1440,1327,0.058,1,0.0145,629,0.8813,4,0,9.3784,147.134,4418.56,19.20965,7,3,0,0,0.9524,1,0,0.0803,0.4134,0.0005,1,1,1,1
矽格,半導體業,6257,1025,887,806,631,0.2429,11,0.0049,348415,32.9,1,0,530.0681,80174.63,4354.1545,7.6207,9,3,0,0,0.9629,1,13.0181,278.522,291.5401,0.0275,1,1,1,1
同欣電,半導體業,6271,941,822,840,648,0.0617,35,0.0129,1288590.38,54.74,8,0.0004,3592.43,57585.64,27471.63,4.3026,9,3,3,0.3333,0.9333,0.7778,536.81,1089.17,1625.98,0.11,1,1,1,1
矽力*-KY,半導體業,6415,1781,1582.5,1333,1373.5,0.1424,0,0,17608,0.0008,12,0.21985,102.36,3143.98,288.706,0.0001,7,3,1,0.1429,1,1,4.1565,455.37,469.2,0.02,1,1,1,1
訊芯-KY,半導體業,6451,3243,2975.5,2337,1767.5,0.42,0,0,383954,4.21,1,0.04,318.46,21959.12,8458.62,0.3367,7,3,0,0,0.9388,1,36.33,32.88,69.21,0.76,1,1,1,1
穎崴,半導體業,6515,1689,1523,1318,1105,0.2525,1,0.0016,15638,3.053,2,0.21985,97.6803,3193.41,502.228,0.643,9,4,0,0,1,1,6.773,887.76,894.533,0.175,1,1,1,1
捷敏-KY,半導體業,6525,3243,2975.5,2337,1767.5,0.5052,5,0.0024,228191,0.0465,1,0.183,0,34479.29,0,0.007,9,4,3,0.3333,0.9778,1,292.7,1260,1552.7,0.0003,1,1,1,1
愛普*,半導體業,6531,2529,2216,2055,1674,0.35,0,0,2250,0.4526,4,0,13.0395,255.14,4472.44,0.0539,7,4,2,0.2857,1,1,0,1.305,0.06,0,1,1,1,1
晶心科,半導體業,6533,1440,1214,2517,2057,0.1148,0,0,2248,0.22675,2,0,9.3784,341,4472.44,19.22145,7,3,0,0,0.91,1,0,0.15,0.15,5.00E-05,1,1,1,1
易華電,半導體業,6552,568,492,524,471,0.2759,0,0,432314,0.001,1,0.02,331.0166,17536.89,0,0,7,3,0,0,0.9714,1,1340.44,132.6,1473.04,0,1,1,1,1
虹揚-KY,半導體業,6573,1776.5,1604,1529.5,1126.5,0.51,0,0,75727,1.49695,2,0.21895,42.5449,7554.54,1151.215,0.0349,9,4,4,0.44,0.97,1,72.655,8.455,79.6725,0.00105,1,1,1,1
芯鼎,半導體業,6695,1904,1678,1618,1430,0.07,0,0,1439.5,0.66695,1,0,5.7173,413.9455,72.9,38.389,9,3,1,0.11,0.9444,0.7778,0,2.35,0.2367,0.00025,1,1,1,1
力智,半導體業,6719,2708,2456,2062,1717,0.1818,0,0,4938.37,0.81,6,0,1.1,950.16,72.9,0.16,9,3,0,0,0.9444,1,0,4.55,4.55,0.001,1,1,1,1
威鋒電子,半導體業,6756,2888,2625,2502,1745,0.15,0,0,3769,0.6313,2,0,312,4252.35,4402.34,0.09745,7,3,1,0.1429,1,1,0,3.505,0.205,0.0005,1,1,1,1
力積電,半導體業,6770,2054,1845,1677,1453,0.07,1,0.0001,6359990,47.93,15,0,89694,581994,213668,5.061,9,5,0,0,0.963,1,6204.18,10862.04,17066.22,0.0129,1,1,1,1
采鈺,半導體業,6789,1470,1255,1334,1069,0.201,0,0,272221,22.66,1,0.366,5725,23029,18448,0.0023,6,3,3,0.5,1,1,1418,930,2348,0.1847,1,1,1,1
來頡,半導體業,6799,3059,2841,1704,1562,0.1818,0,0,308,0.2611,3,0,9.3784,35.8,4418.56,0.0303,7,3,0,0,0.9821,1,0,1.305,0.2367,0.00025,1,1,1,1
錼創科技-KY創,半導體業,6854,2310,2060.5,2197.5,1714.5,0.0921,1,0.0025,12408,12408,4,0.0022,972.28,3556.31,794.84,13.18,8,3,1,0.125,0.9791,1,80.67,24.8768,105.5468,403.812,1,1,1,1
矽創,半導體業,8016,3953,3638,3641,3270,0.278,0,0,6506.83,0.5614,8,0,7.306,992.134,172.278,0.0862,9,4,1,0.11,1,1,0,32.825,0.0114,0,1,1,1,1
昇陽半導體,半導體業,8028,1006,842,768,729,0.2931,5,0.005,720615,1.77,1,0.00015,5220.63,20005.11,8642.49,0.0618,9,3,1,0.1111,0.9444,1,148.29,878.5,1026.79,0.0025,1,1,1,1
致新,半導體業,8081,2911,2647,2592,2306,0.23,0,0,10908,1.47,4,0,47.68,1177.62,300.786,0.1655,7,3,3,0.4286,0.94,0,0.052,16.539,16.591,0.0022,1,1,1,1
華東,半導體業,8110,770,659,623,547,0.33,2,0.001,1198163,0.0007,1,0.00055,1929.16,103151.9,163974.68,0.0001,9,4,1,0.11,0.9,1,0,714.8492,714.8492,0,1,1,1,1
福懋科,半導體業,8131,717,617,597,558,0.0729,0,0,1283290,123,2,0.0004,1954.84,131146.74,25665.64,12.76,11,3,1,0.091,0.9394,1,65.4,405.68,471.08,0.0452,1,1,1,1
南茂,半導體業,8150,1184,975,948,857,0.2057,5,0.0009,1767131,75.1425,4,0,4302.65,238014.99,50227.83,10.3,9,5,3,0.3333,0.9815,1,536.305,476.9305,2559.5,0.11,1,1,1,1
富鼎,半導體業,8261,2772,2390,1993,1492,0.16,1,0.0076,2713.49,21,2,0,10.68,459.19,4472.44,3.56,7,3,1,0.1428,1,1,0,2.46,2.46,0.02,1,1,1,1
宇瞻,半導體業,8271,1488,1293,1178,1014,0.3585,5,0.0106,9875,0.0012,2,0,10.467,1867.97,429.294,0.21,9,3,1,0.1111,0.9683,1,6.2,27.2,33.4,0,1,1,1,1
金寶,其他電子業,2312,2013,1765,1411,1219,0.2683,1,0.0022,2081290,11.47,1,0.052,15499.61,232616.08,497371.69,1.36,11,2,2,0.182,1,1,3872.31,15202.89,19075.2,0.11,1,1,1,1
鴻海,其他電子業,2317,2972,2501,2538,1768,0.2123,241,0.0003,91470723,13.8,4,0.0828,222295,5515849,248704.825,0.87,9,5,2,0.2222,0.8765,0.7778,141950,676503,818453,0.12,1,1,1,1
鴻準,其他電子業,2354,2320,1941,2498,1634,0,0,0,1505346,16.64,1,0,6025,247970,248704.825,2.8,5,3,0,0,0.9714,0.8,1096.3,5359.8,6456.1,0.071,1,1,1,1
所羅門,其他電子業,2359,1097,934,919,779,0.0006,7,0.023,7816,4.4825,1,0,196.9632,5602.85,5799.82,1.1047,9,4,1,0.1111,1,1,2.95,27.855,51.765,0.016,1,1,1,1
致茂,其他電子業,2360,1548,1355,1401,1144,0.1404,1,0,67151.9,0.0028,18,0,398.7031,8607.33,1692.78,0.0004,7,3,0,0,0.9796,1,27.27,554.63,581.9,0.0251,1,1,1,1
震旦行,其他電子業,2373,835,591,736,640,0.15,0,0,35203.24,0.0106,2,0,1051.87,1481.95,1178.6,0.0008,7,3,2,0.2857,0.98,1,0,311.066,311.066,0.0001,1,1,1,1
云辰,其他電子業,2390,1038,857,725,697,0.2,0,0,8614,4.4825,1,0,100.2416,1163.8475,2918.89,1.0167,7,3,2,0.2857,1,1,2.615,22.5765,25.1915,0.016,1,1,1,1
漢唐,其他電子業,2404,1723,1557,1506,1277,0.1429,5,0.0055,10.295,0.214,1,0,127.311,589.16,11512.7939,0.012,8,2,2,0.25,0.9811,0.75,0.1,15.4925,42.55,0.00195,1,1,1,1
固緯,其他電子業,2423,1232,1067,973,876,0.2028,0,0,11429,5.6044,2,0,23.97,1391.71,146.1005,0.49,9,3,1,0.1111,0.9111,1,0.66,28.36,29.02,0.0335,1,1,1,1
互盛電,其他電子業,2433,823,609,726,649,0.04,0,0,2251.79,0.0016,2,0,253.9,255.64,11512.7939,0.0004,7,3,1,0.1429,0.9143,1,0.1,15.4925,78.2,0.0001,1,1,1,1
敦吉,其他電子業,2459,1360,1217,1032,920,0,0,0,6636,1.19835,1,0,22.4861,361,146.1005,0.0644,9,4,0,0,0.9841,0.4444,0.335,6.5515,2.3,0.0058,1,1,1,1
光群雷,其他電子業,2461,1047,915,768,672,0.2813,4,0.0268,11543,6.57,1,0,3.52,1628.79,146.1005,0.9287,7,3,3,0.43,0.9714,1,5.23,43.88,49.11,0.0279,1,1,1,1
盟立,其他電子業,2464,1196,1017,1083,893,0.098,1,0.0008,9622.5,4.4825,1,0,110.4666,3497.28,3746.3,0.79735,9,3,1,0.11,0.8986,0.6667,0.665,20.095,40.3925,0.016,1,1,1,1
可成,其他電子業,2474,739,620,687,579,0.2857,7,0.0018,2020430,273.0311,74,0,7830.12,62666.86,37.96,9.5266,7,3,0,0,0.9796,0.4286,60.71,11587.54,11648.25,1.5741,1,1,1,1
美隆電,其他電子業,2477,702,607,656,528,0.0578,3,0.0132,5472,0.0017,1,0,23.7182,543.3066,11512.7939,0.0002,10,3,1,0.1,0.9667,0.4,0.2,24.085,24.285,0.0075,1,1,1,1
連宇,其他電子業,2482,1067,920,760,620,0.3,0,0,5685,1.19835,1,0,22.4861,698.905,146.1005,0.0644,7,3,0,0,0.9286,0.2857,0,1.273,1.273,0.0058,1,1,1,1
漢平,其他電子業,2488,1177,1019,794,662,0.33,1,0.0068,7390,2.395,1,0,21.254,365.087,146.1005,0.1286,13,3,0,0,1,1,0.67,11.83,12.5,0.0041,1,1,1,1
隆銘綠能,其他電子業,3018,925,760,768,687,0.0032,0,0,13106.5,3.2875,1,0,33.7659,894.4175,18.98,2.14105,8,2,3,0.375,0.9278,0.375,2.615,22.5765,20.0365,0.5777,1,1,1,1
德律,其他電子業,3030,1580,1392,1302,1139,0.1125,4,0.0067,13587,4.6388,2,0,13.745,1510.25,2962.7039,0.70935,9,3,1,0.1111,0.9556,1,0,114.5475,114.5475,0.0391,1,1,1,1
科風,其他電子業,3043,705,585,508,398,0.2273,0,0,13000,0.00335,1,0,43.865,816.6183,18.98,1.6768,6,3,2,0.3333,0.7777,0.8333,30.455,5805.8125,31.5425,0.5675,1,1,1,1
昇貿,其他電子業,3305,928,781,736,551,0.27,0,0,20528,0.005,1,0,64.0118,1089.93,0,3.3534,9,4,1,0.11,0.94,1,0.05,58.77375,38.8,1.1275,1,1,1,1
柏騰,其他電子業,3518,1132,962,807,806,0.238,0,0,291199.5,5.2525,1,0.01805,1436.1709,23706.43,62.7939,24567.3067,9,3,0,0,0.8571,1,401.35,3245.959,3655.85,0.5833,1,1,1,1
碩天,其他電子業,3617,1621,1435,1284,1132,0.32,0,0,7771.18,2.26825,1,0,126.9635,646.536,125.5878,0.2425,7,3,1,0.1429,0.9464,1,0,21.718,21.718,0.01545,1,1,1,1
貿聯-KY,其他電子業,3665,918.5,773.5,657.5,602,0.3507,70,0.004,561871,10.5,40,0.0361,2808.33,46322.93,3381.97,49131.26,7,3,1,0.143,0.957,1,802.7,6470.2,7272.9,0.0479,1,1,1,1
東科-KY,其他電子業,5225,1298,1127.5,942.5,849,0.24,0,0,336574.18,26.7356,1,0.01805,1355.02,16278.33,5071.16,1.4007,7,4,0,0,1,1,7.091,771.4792,778.5702,0.0618,1,1,1,1
亞翔,其他電子業,6139,1296,1129,816,676,0.1721,2,0.0042,3600,0.58,1,0,111,352.5,22900,0.0103,8,3,1,0.125,0.85,0.25,0.05,4.95,11.97,0.0011,1,1,1,1
帆宣,其他電子業,6196,2169,1942,1553,1254,0.1538,0,0,63490,1.26,2,0.226,158.544,8278.91,2024.99,0.716,9,3,2,0.2222,0.9861,1,13.685,278.815,197.62,0.0039,1,1,1,1
亞弘電,其他電子業,6201,743,624,584,520,0.034,2,0.0047,2,0.7254,1,0,8.001,1183,11533.3066,1.02845,7,3,1,0.1429,1,1,0.05,4.95,33.94,0.0189,1,1,1,1
和椿,其他電子業,6215,1177,1014,1000,911,0.0138,4,0.0275,1570,0.8708,1,0,0.722,372.27,11533.3066,0.2069,7,3,0,0,0.9583,0.7143,0,6.9,6.9,0.0038,1,1,1,1
淳安,其他電子業,6283,1337,1157,941,894,0.4091,0,0,2585,0.7254,1,0,55.861,362.385,22472.665,0.1086,9,3,4,0.4444,0.9683,1,38.27,37.95,9.435,0.00245,1,1,1,1
旭隼,其他電子業,6409,3626,3381,1361,1089,0.2951,6,0.0019,0.1923,0.2599,17,0,258.36,21486,804669,1117,8,4,3,0.375,0.8571,1,2.95,573,575.95,0.7783,1,1,1,1
迅得,其他電子業,6438,1102,970,961,802,0.0412,0,0,7312,2.1415,2,0,292.2919,757.901,166.6132,0.3564,9,3,1,0.1111,1,1,0,91.56,91.56,0.0268,1,1,1,1
興能高,其他電子業,6558,1343,1140,883,709,0.455,0,0,3532.2,3.0757,1,0,510.11,8035.19,22045.33,26.6373,9,3,3,0.3333,1,1,76.54,69,145.54,0.1267,1,1,1,1
洋基工程,其他電子業,6691,3107,2953,1434,1150,0.1333,4,0.009,2585,0.7254,2,0,349.53,166.76,11533.3066,0.037,7,3,0,0,0.9592,1,0,49.23,9.435,0.00245,1,1,1,1
旭暉應材,其他電子業,6698,803,673,616,516,0.28,2,0.0095,42080,0.0336,1,0.113,31.6,4119.2,22.92,0.0033,9,4,4,0.44,0.963,1,0,36448,36448,0.0291,1,1,1,1
安普新,其他電子業,6743,1259,1098,944,804,0.2121,1,0.0074,5422.1,2.6086,1,0,401.20095,4396.5455,11105.9716,13.49685,10,4,1,0.1,0.8953,0.9,38.27,80.28,118.55,0.07675,1,1,1,1
汎銓,其他電子業,6830,1527,1276,1342,1066,0.3,0,0,9000,9000,3,0,133.677,3073.45,2962.7039,3207.12,11,4,0,0,1,1,0.645,5,5.645,5.645,1,1,1,1
尖點,其他電子業,8021,1022,903,752,634,0.25,6,0.0164,32101,0.213,4,0.0021,350.5069,12626.98,2357.2,0.051,8,4,2,0.25,0.99,1,0,84.7,84.7,0.01705,1,1,1,1
無敵,其他電子業,8201,1140,916,807,752,0.1413,0,0,4441,1.50615,1,0,15.28,1077,11533.3066,1.85,7,3,0,0,0.9643,1,0.1,3,3.1,0.034,1,1,1,1
鼎炫-KY,其他電子業,8499,2123.5,1934.5,1120.5,951,0.25,2,0.003,4441,1.50615,1,0,61.64,363.94,11533.3066,0.9435,7,3,3,0.4286,0.9592,1,0.05,47.28,47.33,0.0304,1,1,1,1
台揚,通信網路業,2314,1002,852,834,656,0.1429,3,0.005,39462,8.8,2,0,136,4395,14566.30665,1.0107,7,3,1,0.1429,0.9818,1,8.18,60.7415,68.9215,0.0153,1,1,1,1
東訊,通信網路業,2321,1004,832,787,663,0.119,2,0.012,21236,174.06,1,0.0021,57.425,932.151,1753.2805,6.6858,9,3,2,0.2222,0.9444,1,0,9.98,9.98,79,1,1,1,1
友訊,通信網路業,2332,1274,1083,1078,974,0.5556,0,0,10990,22.6,2,0,119.874,1409.78,523159,2.8242,8,3,0,0,0.9245,0.875,0,91,12.98,0.03,1,1,1,1
智邦,通信網路業,2345,1456,1289,1324,934,0.252,12,0.0037,58132,0.753,1,0,809,14439,5191,0.198,8,5,1,0.125,0.8542,1,6.2,1603.2,1609.4,0.0208,1,1,1,1
中華電,通信網路業,2412,1724,913,1548,1510,0.2151,36,0.0018,2175,4.4001,4,0.0167,19185.32,694912.72,1828060.88,3.3,13,5,3,0.2308,0.983,1,7.59,100.37075,7133.02,0.0078,1,1,1,1
仲琦,通信網路業,2419,1826,1614,1571,1395,0.23,0,0,42409,102.34,1,0,191.4278,8878.67,28410.35,21.8867,10,3,2,0.2,1,1,139.571,612.105,751.676,1.814,1,1,1,1
隴華,通信網路業,2424,861,735,691,642,0.25,0,0,30349,91.43,1,0,72.71,2663.5755,905.97535,1.463,9,4,1,0.1111,0.9722,0.5555,4.09,35.36075,39.45075,39.50765,1,1,1,1
美律,通信網路業,2439,1322,1051,985,765,0.3473,11,0.0001,372084.17,68.7908,17,0.1631,1283.01,19972.47,11756259.92,0.6005,9,3,0,0,1,1,140.591,56.45085,472.0179,0.0133,1,1,1,1
兆勁,通信網路業,2444,699,575,524,469,0.0002,4,0.008,31954,0.0002,1,0,57.425,2200.35,574.09215,0.79455,6,3,2,0.0033,0.9722,0.6111,7,140,147,0.0003,1,1,1,1
神腦,通信網路業,2450,772,626,622,584,0.352,1,0.0005,8.79,0.0252,4,0,341.7181,324.8234,164.4807,1.9153,13,5,2,0.1538,0.9764,0.7692,0,27.11,27.11,0.0779,1,1,1,1
全新,通信網路業,2455,1211,1023,897,700,0.1481,1,0.0033,77199,77199,11,0.00045,270.7795,15290.46,1116.275,15561.24,11,3,1,0.0909,1,0.8182,243.84,42.705,286.545,286.545,1,1,1,1
兆赫,通信網路業,2485,653,540,562,422,0.3498,13,0.0124,48292,0.0073,1,0,748.4248,5432.89,19615.86,0.0009,13,3,0,0,0.5897,0.1538,37.342,70.1967,107.5387,0,1,1,1,1
宏達電,通信網路業,2498,1174,963,1139,897,0.2548,1,0.0004,85260,46.5902,6,0.0009,153.623,7559.07,1647.47,1.7493,7,3,1,0.0014,0.9714,0.7143,9.772,455.044,464.816,0.105,1,1,1,1
星通,通信網路業,3025,1198,1033,942,792,0.3846,0,0,151888.5,1.1247,1,0.0229,2686.885,141481.055,156985.21,2.09775,8,4,2,0.25,1,0,0,815.71,815.71,0.016,1,1,1,1
盛達,通信網路業,3027,981,820,852,762,0.3158,0,0,2530.395,0.0009,1,0,42.14,232.54,261661.7404,0.31,8,4,0,0,0.965,1,0,77.555,8.45,0.05495,1,1,1,1
台灣大,通信網路業,3045,1251,1070,1097,943,0.49,3,0.0008,294790,0.0017,15,0.0449,5331.63,282140.61,313385.34,3.99,9,5,1,0.1111,1,1,0,1503.42,1503.42,0,1,1,1,1
訊舟,通信網路業,3047,1337,1143,1060,915,0.2,0,0,8987,2.2477,1,0.00915,57.425,821.5,263460.16,0.2055,11,4,0,0,0.9848,1,0,128,128,0.032,1,1,1,1
