公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
聯陽,半導體業,3014,3183,2957,2849,2698,0.13,0,0,12914,31.7135,2,0,139,1282,0,2.33,7,3,2,0.2857,1,1,2.14,184.5,186.64,21.30655,1,1,1,1
嘉晶,半導體業,3016,1067,888,951,851,0.2745,3,0.0048,522316,5.52,1,0.01135,3886,51059,103.365,0.5808,9,3,1,0.1111,0.9167,0.5556,5.2724,133.3044,138.5768,0.0015,1,1,1,1
聯詠,半導體業,3034,5412,5162,4994,4018,0.082,0,0,98113,0.7249,4,0,276.4467,17024.31,6.509,0.1278,8,3,1,0.125,0.98,1,36.99,47.1,84.09,0.0006,1,1,1,1
智原,半導體業,3035,2432,2202,2073,1633,0.1824,0,0,17259,2.57,4,0,34.21,3332.74,8.179,0.5,9,3,2,0.2222,0.9706,1,2.78535,362.7275,14.67,0.002,1,1,1,1
揚智,半導體業,3041,2409,2172,1818,1564,0.15,0,0,1598,0.0243,3,0,2.6085,1096.87,9183.285,0.0167,5,3,1,0.2,0.978,0.4,0.312,14.55,41,0.0006,1,1,1,1
聯傑,半導體業,3094,1460,1250,1143,1134,0.1667,0,0,5375,19.61,1,0,18.098,396.1,657.33,1.5116,7,3,1,0.143,1,1,2.35,376.544,7.38,0.0269,1,1,1,1
景碩,半導體業,3189,903,783,750,582,0.19,30,0.0053,5825706,1.559,27,0.0015,16293.96,233403.78,151399.3,0.067,9,3,1,0.1111,0.9722,1,7743,5530,13273,0.0036,1,1,1,1
虹冠電,半導體業,3257,2221,2023,1303,1196,0.15,0,0,1418,109,1,0,1.30425,356,9183.285,27.607,7,2,2,0.2857,1,1,0.312,14.55,2.939,0.23,1,1,1,1
京鼎,半導體業,3413,1456,1297,1249,1093,0,0,0,1501887.5,9.928,5,0,3160.514,117636.145,76028.315,0.7863,7,4,2,0.2857,0.9111,0.8571,0.77,2928.05,2931.96,0.02445,1,1,1,1
創意,半導體業,3443,3191,2919,2237,1856,0,0,0,16161,0.107,19,0,101.85,4546.82,3.34,0.31,9,5,0,0,0.93,1,0.43535,243.6275,1.592,0.0001,1,1,1,1
聯鈞,半導體業,3450,815,599,648,575,0.3,6,0.009,47207,49.575,1,0,107.77,12358.14,8.179,25.017,7,3,1,0.1429,0.9841,1,0.4309,46.63,47.0609,13.922,1,1,1,1
晶相光,半導體業,3530,3592,3356,1539,1172,0.1428,0,0,8084.875,0.0635,2,0,52.22925,2715.045,348.825,1.175,5,3,1,0.2,0.9833,1,1.07,114.194,0.125,0.02005,1,1,1,1
台勝科,半導體業,3532,1378,1209,1257,1198,0.05,0,0,2998400,0.246,2,0,6302.93,234876.19,307450.315,0.061,10,3,1,0.1,1,1,1.54,5855,5856.54,0.022,1,1,1,1
敦泰,半導體業,3545,3248,2987,2679,1963,0.03,0,0,8.75,0.02,4,0,14.34925,883.27,9183.285,2.04,7,4,1,0.1429,1,1,0.892,19.6415,1.57,0.04,1,1,1,1
辛耘,半導體業,3583,1069,919,884,749,0.2206,3,0.005,306000,850,3,0.0017,811.4235,9785.99,300.81,10597.41,9,3,2,0.22,0.99,1,36.56,517.94,319.47,319.47,1,1,1,1
通嘉,半導體業,3588,2352,2144,1715,1526,0.1786,0,0,3137.89,1.3625,1,0,10.35325,726.435,694.31,0.3015,5,3,0,0,0.9714,1,0,22.494,0.5,0.0002,1,1,1,1
瑞鼎,半導體業,3592,6466,6119,2007,1578,0.076,0,0,5045.28,0.21,1,0,6920.86,7672.98,8839.505,4.5345,7,3,0,0,1,1,0.58,27.5855,11.11,0.46,1,1,1,1
世芯-KY,半導體業,3661,2981.5,2439,847.5,674,0.16,0,0,12936661.22,0.6295,5,0.1202,45295.445,806216.73,8116044.33,0.04145,7,3,0,0,1,1,14770.13,26309.45,41079.58,0.7203,1,1,1,1
達能,半導體業,3686,1379,1204,780,622,0.2,0,0,1130,0,1,0,0,384,9183.285,0,5,3,1,0.2,0.997,1,0,1.1,1.1,0,1,1,1,1
日月光投控,半導體業,3711,4584,3674,915,726,0.5152,0,0,25872192.43,1.259,8,0.2404,90590.89,1612049.46,16231394.35,0.0829,13,3,1,0.0769,0.9704,1,29540.26,52617.8,82158.06,1.4406,1,1,1,1
新唐,半導體業,4919,1899,1742,1691,1341,0.13,5,0.0002,389290,36.8808,4,0,37794.72,37221.3,300.81,0.0007,9,4,1,0.1111,0.9259,1,565,305,870,0.0824,1,1,1,1
凌通,半導體業,4952,2717,2472,2346,2223,0.17,0,0,5620,1.6112,1,0,44.72,703.95,6.75,0.2146,7,3,1,0.1429,1,1,2.35,376.544,10.639,0.0031,1,1,1,1
天鈺,半導體業,4961,2909,2672,2345,1836,0.25,0,0,5354,0.2969,12,0,0,703,350.53,0.039,7,3,2,0.2857,0.9683,1,0,43.888,43.888,0.0024,1,1,1,1
十銓,半導體業,4967,770,637,614,536,0.1016,0,0,86258.5,32.60135,1,0,80.70925,3607.755,144718.035,0.76015,7,3,2,0.2857,1,1,53.79,16.6358,70.4258,0.09655,1,1,1,1
立積,半導體業,4968,1548,1350,1480,1205,0.0366,0,0,353,11.8,4,0,146,556.2,9183.285,0.1,7,4,1,0.1426,1,0.62,0.624,28,28.624,0,1,1,1,1
全訊,半導體業,5222,999,813,765,691,0,0,0,12978,14.1527,2,0,12.9958,1369.51,0,1.5076,11,4,1,0.0909,0.9886,1,6.1,24.2916,30.3916,0.0331,1,1,1,1
祥碩,半導體業,5269,3882,3605,2475,1984,0.092,0,0,2218,36.9113,1,0,26.09,516.38,17672.26,9.03,7,3,0,0,0.9796,1,1.16,11.283,12.443,9.76,1,1,1,1
界霖,半導體業,5285,697,614,568,538,0.45,1,0.003,159539,822.07245,2,0.32985,6908.385,5846,6.509,24.9409,7,3,0,0,1,1,101.48,8.98,110.46,0.0707,1,1,1,1
松翰,半導體業,5471,2364,2143,2127,1925,0.1351,0,0,2766,0.0005,7,0,126.07,696.2,9183.285,0.2335,9,3,0,0,0.97,0.44,0.58,27.5855,0.25,0.0004,1,1,1,1
盛群,半導體業,6202,2503,2280,2036,1796,0.23,0,0,15674,2.3695,4,0,7.0679,1344.31,1.67,0.2032,9,3,0,0,0.97,1,5.4,366.7458,11.9457,0.0018,1,1,1,1
力成,半導體業,6239,1041,908,891,734,0.295,9,0.0008,2617123,51.05,4,0,18372.82,381346.17,289436.07,7.8,11,4,1,0.0909,0.9697,0.5455,2384.46,5771.8,8156.26,0.16,1,1,1,1
迅杰,半導體業,6243,1752,1539,1211,1167,0.059,68,0,690,0.8364,5,0,146.57,131.185,9183.285,0.159,9,3,0,0,0.938,1,2.662,368.6,0,0,1,1,1,1
矽格,半導體業,6257,964,831,760,588,0.27,6,0.0024,325.9,0.78625,1,0,148.4227,79413.99,9183.285,0.0127,9,3,0,0,1,1,53.04,270.26,323.3,0.2301,1,1,1,1
同欣電,半導體業,6271,1021,888,893,620,0.273,27,0.0139,970669,96.08,4,0.0003,7831.18,50410.65,129795.635,4.9,9,3,3,0.3333,0.9778,0.6667,40.49,851.71,1847,0.1828,1,1,1,1
矽力*-KY,半導體業,6415,2332,2095.5,1751.5,1381,0.1264,0,0,12879,59.89,15,0,0,4849,1.67,22.55,7,3,0,0,0.91,1,0,471,471,2.19,1,1,1,1
訊芯-KY,半導體業,6451,2332,2095.5,1751.5,1381,0.24,0,0,534279,4.25,1,0.0227,288.9,35523.01,206.73,475.52,7,3,0,0,0.9107,0.7143,43.47,24.3,67.77,5.4,1,1,1,1
穎崴,半導體業,6515,1060,907,909,763,0.23,0,0,6602.45,32.07,2,0,6907.815,9839.29,119765.6,11.28135,9,4,0,0,0.9744,1,4.7,709.2,713.9,3.795,1,1,1,1
捷敏-KY,半導體業,6525,4414.5,4116.5,3428.5,2942,0.5109,3,0.0014,190596,0.0346,1,0,0,39309.24,0,0.0071,9,4,3,0.3333,0.963,1,278,213025,213303,0.0387,1,1,1,1
愛普*,半導體業,6531,3604,3284,2594,1999,0.33,0,0,362437.5,2.1423,4,0.01135,6907.815,27069.41,103.365,237.76355,6,3,1,0.17,0.96,0.83,160.735,106524.65,106685.385,2.71935,1,1,1,1
晶心科,半導體業,6533,1121,927,1824,1537,0.14,0,0,1942,0.41845,2,0,292,39772.5875,9183.285,0.08585,7,3,0,0,1,1,28.87,489.73,0,0.0002,1,1,1,1
易華電,半導體業,6552,588,514,526,473,0.2459,0,0,560329,0.0009,1,0.0115,294.6131,20025.43,0,0,7,3,0,0,0.9863,1,1796.07,149.52,1945.59,0,1,1,1,1
虹揚-KY,半導體業,6573,2332,2095.5,1751.5,1381,0.15,0,0,4091.585,0.78625,2,0.32985,13815.63,14829.58,5237,0.18305,9,4,4,0.44,0.94,1,2.625,361.265,362.505,0.2301,1,1,1,1
力智,半導體業,6719,2603,2354,1877,1573,0.0251,0,0,9177.5,1.31985,2,0,1.14,904.77,8839.505,0.1183,9,3,0,0,0.9877,1,0.035,5.8625,5.99785,0.0011,1,1,1,1
威鋒電子,半導體業,6756,2776,2520,2389,1714,0.1842,0,0,2681,10.50025,2,0,251,800.485,9183.285,2.02175,9,3,1,0.1111,1,1,0.58,6.3015,0.05,0.0052,1,1,1,1
力積電,半導體業,6770,1953,1758,1501,1315,0.1336,4,0.0005,6030552,67.02,10,0,94995.76,570181.23,111038.65,0.0005,9,5,0,0,0.9886,1,6454.36,11333.55,17787.91,0.0135,1,1,1,1
采鈺,半導體業,6789,1536,1340,1381,1086,0.2,0,0,351715000,16.34,0,0.0337,7722,36057,21968,0.003,6,3,3,0.5,0.97,0.16,1273,781,2054,0.1381,1,1,1,1
來頡,半導體業,6799,2881,2672,2235.5,1786,0.1818,0,0,285,0.2702,0,0,126.07,35.18,9183.285,0.0334,7,3,0,0,0.9643,0.7143,0.892,19.6415,0.025,4.88,1,1,1,1
矽創,半導體業,8016,5225,4949,4263,3885,0.2771,1,0.0029,362437.5,2.1423,9,0.01135,6907.815,27069.41,103.365,237.76355,9,4,1,0.1111,1,1,160.735,106524.65,106685.385,2.71935,1,1,1,1
昇陽半導體,半導體業,8028,960,801,713,688,0.3437,10,0.012,769184,2.428,3,0.0003,3917.53,20416.74,9779.69,0.0646,9,3,1,0.1111,0.9339,1,113.94,1274.8,1388.74,0.0035,1,1,1,1
致新,半導體業,8081,3033,2756,2601,2470,0.2143,0,0,9186,1.16,4,0,9.38,1140.86,3.375,0.15,7,3,3,0.4286,0.881,0.1429,0.07,10.405,10.475,0.0013,1,1,1,1
華東,半導體業,8110,689,587,575,505,0.34,4,0.0022,1043123,0.0006,1,0.00015,2830.87,98437.57,239324.47,0.0001,9,3,0,0,0.86,0.89,0,737.31,737.31,0,1,1,1,1
福懋科,半導體業,8131,676,581,572,543,0.0737,2,0.0008,1923909,0.9901,2,0,1690.47,131507.86,1931524.765,13.4,11,3,1,0.0909,0.8636,1,76.3841,394.38,470.7641,0.0002,1,1,1,1
南茂,半導體業,8150,1214,1018,1043,993,0.2104,6,0.001,1798515,65.64,4,0,1538.44,248244.64,56475.3,9.12,9,5,3,0.3333,0.9444,1,40.54205,551.79,3379,0.12,1,1,1,1
富鼎,半導體業,8261,2320,2058,1897,1512,0.15,3,0.02,2688.41,21,1,0,10.38,476.95,8839.505,3.81,7,3,1,0.1428,0.9762,1,0,1.32,1.32,0.01,1,1,1,1
宇瞻,半導體業,8271,1413,1178,1084,959,0.3108,0,0,9180,0.001,2,0,681,1887.3,332.04,0.32,9,3,1,0.1111,0.95,1,6.1995,28.2746,34.4741,0,1,1,1,1
金寶,其他電子業,2312,1800,1582,1072,926,0.2603,1,0.0018,335000,65.11,1,0,310.17,2318.97,832.05,1.96,15,3,1,0.0667,0.8667,1,0,84,84,0.016,1,1,1,1
鴻海,其他電子業,2317,2551,2343,2558,1829,0.203,197,0.0002,87706000,14.6,4,0.0517,237946,5982836,24025738,1.04,9,3,1,0.1111,0.8519,0.5556,453443,548328,1001771,0.167,1,1,1,1
鴻準,其他電子業,2354,3696,3267,4103,3390,0,0,0,1903,0,1,0,4452,239252,953.415,0,5,3,0,0,0.8281,0.2,3204.57,3547.55,6752.12,0,1,1,1,1
所羅門,其他電子業,2359,1074,913,870,787,0.2157,3,0.01,11071.5,4.6696,1,0.00195,713.06,1171.764,979.27555,0.6755,7,2,1,0.14,1,1,0.5275,8,42.58,0.0325,1,1,1,1
致茂,其他電子業,2360,1257,1107,1117,952,0.1386,27,0.015,83835.8,0.0048,15,0.0039,11548.6,7937.83,1894.57,0.001,7,3,0,0,1,1,16.66,606.1,622.76,0.0065,1,1,1,1
震旦行,其他電子業,2373,823,586,723,636,0.15,0,0,38445.52,0.0117,2,0,997.793,1538.26,9.195,0.001,7,3,2,0.2857,1,1,0,37.59,37.59,0,1,1,1,1
云辰,其他電子業,2390,2076,1903,1042,1012,0.041,0,0,170535.5,32.5574,1,0.00195,5929.385,1356.485,1363.31,0.9805,7,3,3,0.43,0.98,1,8.33,345.05,44.68,0.00815,1,1,1,1
漢唐,其他電子業,2404,1588,1428,1364,1190,0.12,3,0.0035,209417.9,32.5574,1,0.00195,5929.385,5128.4,1363.31,0.9805,9,3,2,0.2222,0.9888,0.7777,8.33,345.05,353.38,0.00815,1,1,1,1
固緯,其他電子業,2423,1173,1011,919,840,0.0388,0,0,11708,3.8965,2,0,1420,1084.835,384447.13,0.6795,9,3,1,0.1111,0.96,0.78,0.04,0.06,0.1,0.03015,1,1,1,1
互盛電,其他電子業,2433,802,596,700,637,0.04,0,0,8435,0.006,2,0,229.0959,290.8181,9.195,0.009,7,3,1,0.1429,0.9643,1,0,0,0,0,1,1,1,1
敦吉,其他電子業,2459,1346,1204,969,933,0,0,0,6071,2.2326,1,0,13.65825,394,384447.13,0.08125,9,3,0,0,0.96,0.33,0.5075,8.396,5.36,0.00485,1,1,1,1
光群雷,其他電子業,2461,1027,903,752,651,0.29,3,0.0205,10435,7.73,1,0,6.12,1821.75,9.195,1.35,7,3,3,0.43,1,1,0.02,0.03,85.06,0.06,1,1,1,1
盟立,其他電子業,2464,1262,1086,1122,927,0.1055,0,0,44953.4,3.8674,1,0.00195,6484.3,4165.915,1363.31,0.6755,5,2,2,0.4,0.94,1,8.35,303.08,314.06,0.03015,1,1,1,1
可成,其他電子業,2474,699,583,643,540,0.25,20,0.0045,1327796,0.2313,39,0,7682.41,63938.74,63.9811,0.0125,7,3,0,0,0.9524,0.4286,47.23,10976.88,11024.11,0.0019,1,1,1,1
美隆電,其他電子業,2477,933,819,760,641,0.1724,1,0.0038,5322,1.6092,1,0,19.9365,521.778,384447.13,0.08125,10,3,1,0.1,0.9558,0.3,1.015,15.94,16.955,0.005,1,1,1,1
連宇,其他電子業,2482,923,783,723,576,0.2581,2,0.0107,6525,2.2326,1,0,13.65825,655.05,384447.13,0.08125,7,3,0,0,0.9592,0.1429,0,0.852,0.852,0.00485,1,1,1,1
漢平,其他電子業,2488,762,611,735,637,0.52,0,0,7100,2.856,1,0,7.38,374.11,9.195,0.1535,13,3,0,0,1,1,0.93,10.7695,11.6995,0.0047,1,1,1,1
隆銘綠能,其他電子業,3018,911,762,605,570,0.4,0,0,17534,2.2326,1,0.009,37.46825,899.525,979.27555,0.75175,8,2,2,0.25,0.8878,0.75,0.89,14.726,15.616,0.00485,1,1,1,1
德律,其他電子業,3030,1348,1166,1168,1019,0.1053,5,0.009,13395,0.063,2,0,713.06,1084.835,384447.13,0.6795,9,3,1,0.11,1,1,0,54.694,54.694,0.0003,1,1,1,1
科風,其他電子業,3043,700,590,440,398,0.16,0,0,678169.5,1.54365,1,0.009,3868.705,32541.37,979.27555,0.083,6,3,2,0.3333,0.8095,0.8333,24.505,5502.74,5527.245,0.0033,1,1,1,1
昇貿,其他電子業,3305,988,850,590,484,0.23,0,0,28543,0.0059,1,0.018,55,1144,9.195,0.32005,7,3,1,0.14,0.95,1,1.78,28.6,30.38,0.0065,1,1,1,1
柏騰,其他電子業,3518,1395,1239,868,819,0.2,1,0.023,273749.5,7.4815,1,0.0408,1635,20277.875,1363.31,1.235,9,3,0,0,0.9437,1,22.465,1946.962,1969.427,0.03015,1,1,1,1
碩天,其他電子業,3617,1209,1041,936,841,0.33,0,0,20969,0.8361,1,0.009,737.5,347.92,419.09,0.08125,7,3,1,0.1429,1,1,0.89,41.647,42.537,0.00265,1,1,1,1
貿聯-KY,其他電子業,3665,1047.5,914.5,654,608.5,0.3404,70,0.0006,534104,14.9,23,0.0636,3215,40207.83,422.155,1.12,6,2,1,0.17,0.97,1,44.93,3839.23,3884.16,0.0145,1,1,1,1
東科-KY,其他電子業,5225,1064.5,906.5,824,712.5,0.17,0,0,30580.5,29585.56135,1,0.113,46.9075,4344.83,384444.065,3811.06385,7,4,0,0,1,1,1.2,315.875,187.31,185.3077,1,1,1,1
亞翔,其他電子業,6139,742,596,551,463,0.1299,2,0.0042,1991,0.69995,1,0,87.9175,434.64,384447.13,0.45385,8,3,1,0.125,0.8929,0.125,0.15,8.875,4.01,0.0092,1,1,1,1
巨路,其他電子業,6192,1387,1217,1097,962,0.1635,1,0.0021,3869.5,0.56135,2,0.113,46.9075,3957.405,384444.065,3811.06385,7,2,1,0.143,0.9286,0.143,0,33.766,33.766,0.0027,1,1,1,1
帆宣,其他電子業,6196,1879,1663,1370,1116,0.1523,0,0,59170,59170,2,0.226,93.15,7528.71,9.195,7621.86,9,3,2,0.2222,1,1,0.15,7.265,370.61,370.61,1,1,1,1
亞弘電,其他電子業,6201,733,614,598,524,0.034,4,0.0001,15509,3.8965,1,0,713.06,1160.95,384447.13,0.995,7,3,1,0.1429,1,1,0.15,32.347,30.48,0.00665,1,1,1,1
和椿,其他電子業,6215,1213,1054,1077,971,0.0276,0,0,1622,1.1227,1,0,0.665,386.1,9.195,0.2677,7,3,0,0,0.9429,1,0,7.75,7.75,0.0054,1,1,1,1
淳安,其他電子業,6283,1188,1015,901,762,0.4583,0,0,3869.5,0.56135,1,0,46.9075,773.525,384444.065,3811.06385,9,3,4,0.4444,0.9259,1,0,33.766,33.766,0.0027,1,1,1,1
旭隼,其他電子業,6409,2133,1916,1254,1077,0.3273,10,0.0033,0.1696,0.2772,12,0.8,175.17,19129,768882,788186,8,4,3,0.375,0.875,1,2.4,624,626.4,0.00015,1,1,1,1
迅得,其他電子業,6438,1216,1085,902,910,0.04,0,0,6117,0,2,0,13.65825,415.55,384447.13,0.39675,7,3,0,0,1,1,0,59.782,59.782,0,1,1,1,1
興能高,其他電子業,6558,1313,1134,827,721,0.45,0,0,3869.5,0.56135,1,0,46.9075,773.525,384444.065,3811.06385,8,2,3,0.375,0.9286,1,0,33.766,33.766,0.0027,1,1,1,1
洋基工程,其他電子業,6691,2208,2057,1211,1002,0.1364,12,0.021,29585.0848,29585.1386,1,0.513,134.16,13328.855,384447.13,397903.93,7,3,0,0,0.8804,1,1.2,341.891,498.505,185.305,1,1,1,1
旭暉應材,其他電子業,6698,691,567,551,461,0.2963,0,0,40227,0.0059,1,0,572.1965,3585.65,6.13,0.3205,9,4,4,0.44,0.96,1,0,4.53,4.53,0.0065,1,1,1,1
安普新,其他電子業,6743,1140,978,849,717,0.1971,3,0.02,3869.5,0.56135,1,0,73.6325,1985.875,9.195,0.1339,9,3,1,0.1111,0.9753,1,0,33.766,33.766,0.0027,1,1,1,1
尖點,其他電子業,8021,1052,953,721,631,0.1899,0,0,28247,0.0001,4,0.01,146.6,5763.8,9.195,0.0001,7,3,2,0.2857,0.98,1,0,88,88,0.0065,1,1,1,1
無敵,其他電子業,8201,1120,939,829,754,0.285,0,0,3869.5,0.56135,1,0,27.8325,483.18,12.26,0.64,7,3,0,0,1,1,0.3,10,10.3,0.013,1,1,1,1
鼎炫-KY,其他電子業,8499,1086,946,775,692.5,0.4,0,0,34237,5.00E-05,1,0.005,160.885,3123.49,9.195,0.32005,7,3,3,0.4286,1,1,0.15,49,49.15,0.0065,1,1,1,1
台揚,通信網路業,2314,926,791,797,634,0.1558,0,0,42.3,0.064,1,0,5.1,4474,117.59895,6.78,7,3,1,0.1429,0.97,1,5.8,51.9,57.7,0.087,1,1,1,1
東訊,通信網路業,2321,952,791,794,661,0.0877,0,0,20701,129.38,1,0,84.555,908.221,403.775,2.25035,9,3,2,0.2222,0.9506,0.8889,0.75,27.3305,5.55,46,1,1,1,1
友訊,通信網路業,2332,1243,1063,1122,928,0.4545,3,0.0054,11560,19.0131,2,0,206.7743,1353.39,117.59895,2.5661,9,3,0,0,0.913,1,0,29.8305,12.189,0.02,1,1,1,1
智邦,通信網路業,2345,1179,1026,1052,732,0.277,6,0.0019,51982,1.054,1,0.00075,2593,11583,2145,0.2874,8,5,1,0.125,0.9028,1,4.4,1106.1,1110.5,0.0225,1,1,1,1
中華電,通信網路業,2412,1691,901,1507,1478,0.207,39,0.0019,2170000,10.3099,4,0.0608,17887.47,716979.26,1456835.34,3.4914,13,5,1,0.0769,0.972,1,80,1338.035,8869.93,0.0421,1,1,1,1
仲琦,通信網路業,2419,1430,1213,1012,890,0.25,0,0,47468,137.12,1,0.00075,76.9978,666.2544,135.597,2.147,10,3,2,0.2,1,1,163.298,442.402,605.7,1.75,1,1,1,1
隴華,通信網路業,2424,983,844,586,544,0.25,0,0,10371.65,64.722,1,0,70.72,2691.1105,944.0862,4.21,9,4,1,0.11,0.95,0.33,3.65,30.95,31.625,23.0435,1,1,1,1
美律,通信網路業,2439,1260,994,894,718,0.3275,0,0,350128.6,50.16,7,0.0698,890.8852,23442.39,1136.38,0.6725,9,3,1,0.11,1,1,22.6718,617.5813,640.2531,0.0177,1,1,1,1
兆勁,通信網路業,2444,611,487,482,422,0.0165,0,0,26058,0.0147,0,0,2673.45,830.4,403.775,3.1353,6,3,2,0.3333,0.9677,1,1.5,10,11.5,0.0065,1,1,1,1
神腦,通信網路業,2450,748,610,607,568,0.2895,3,0.0014,8.67,0.02,2,0,221.0329,347.9377,158.7924,1.64,11,3,0,0,1,0.5454,0.19,30.5,20.8,0.06,1,1,1,1
全新,通信網路業,2455,1669,1474,1230,845,0.1739,4,0.0157,74480,74480,12,0.00075,561.3146,14812.21,870.255,15373.53,11,3,1,0.0909,0.9545,0.8182,203.32,38.75,242.07,242.07,1,1,1,1
兆赫,通信網路業,2485,657,542,574,431,0.233,20,0.02,47266,0,1,0,4641.42,742.719,316664.4578,0,13,3,0,0,0.6,0.3076,37342,75119.7,112461.7,0,1,1,1,1
宏達電,通信網路業,2498,1221,1029,1175,949,0.2624,3,0.0015,81206,0.13,0,0.0015,199.46,8124.92,1729.38,1.585,7,3,1,0.1428,0.9428,0.7143,8.186,500.207,508.393,86.9,1,1,1,1
星通,通信網路業,3025,1169,1002,1007,844,0.4545,0,0,143932,1.2432,1,0.007,3437.993,134978.724,491868.645,0.1146,5,2,1,0.2,1,0,0,842.535,819.115,5.00E-05,1,1,1,1
盛達,通信網路業,3027,991,793,788,716,0.3043,0,0,23030,1.25595,1,0.007,3137.22075,2607.71,491868.645,0.1159,9,4,0,0,0.8085,1,0,842.535,64.022,5.00E-05,1,1,1,1
台灣大,通信網路業,3045,1274,1094,1072,923,0.48,5,0.0013,278827,0,11,0.014,6177.8,269124.54,350484.78,0,9,5,1,0.1111,0.9683,1,0,1625.07,1625.07,0,1,1,1,1
訊舟,通信網路業,3047,1280,1091,999,888,0.2,0,0,9037,2.4864,1,0,138.74715,832.908,117.59895,0.2292,13,4,1,0.0769,1,1,0,37.5,12.6745,0.0999,1,1,1,1
建漢,通信網路業,3062,1303,1124,1047,952,0.0395,0,0,5069,0,1,0,698.186,677.1751,117.59895,0,7,4,2,0.2857,0.9524,0.8571,0,37.5,13.16,0.0899,1,1,1,1
耀登,通信網路業,3138,1656,1473,1228,946,0.36,0,0,2337,0,1,0,16.0987,124.3353,76.4055,0,7,3,1,0.1429,0.9821,1,0,37.5,5.5,0,1,1,1,1
閎暉,通信網路業,3311,724,585,613,436,0.3333,2,0.0013,23030,0.01275,1,0.007,2369.03075,2607.71,316705.6512,0.0013,7,3,1,0.1428,0.9,1,18671,37589.85,64.022,5.00E-05,1,1,1,1
明泰,通信網路業,3380,1052,893,902,825,0.24,0,0,43780,0.0255,2,0,96.6415,4327.42,633252.51,0.0026,7,3,2,0.2857,1,1,15.085,295.955,68.044,0.0001,1,1,1,1
譁裕,通信網路業,3419,1102,946,826,722,0.2075,0,0,2280,0.01,1,0,43.40935,888,117.59895,0.82,11,3,1,0.09,1,1,0,60,60,0.03,1,1,1,1
智易,通信網路業,3596,2212,1975,1805,1598,0.19,0,0,177567.7,0.0046,2,0.00075,871.37,30596.91,1937.19,0.0008,9,3,0,0,0.9167,0.8889,160,1051,1211,0,1,1,1,1
圓展,通信網路業,3669,1157,1006,953,773,0.1525,0,0,16444,74.19655,2,0,98.39,2303.78,43.76775,0.0007,7,3,0,0,0.9524,1,0.75,27.3305,88.197,121.68,1,1,1,1
海華,通信網路業,3694,1282,1144,1003,912,0.0215,0,0,181060,113.16,1,0.00075,41.2,13056.22,1937.19,0.0551,7,3,1,0.14,0.9184,1,84.093,775.6035,16.279,43.45,1,1,1,1
合勤控,通信網路業,3704,1648,1446,1078,895,0.29,0,0,4596,3.56,2,0,8.44,42.53,117.59895,0.04,9,3,1,0.1111,0.9333,0.6667,0,37.5,232,0.1798,1,1,1,1
遠傳,通信網路業,4904,1146,965,962,837,0.32,27,0.005,249198,0,9,0.0018,10577.14,272411.39,108864.05,3.32,11,3,1,0.0909,0.9589,1,18671,38372.385,437.046,0,1,1,1,1
正文,通信網路業,4906,1138,963,952,812,0.0295,5,0.0237,46900,0.0023,1,0.00075,2080.34,32583.76,6660.5,0.0015,9,3,1,0.1111,0.9722,1,4.75,127.37,132.12,0,1,1,1,1
眾達-KY,通信網路業,4977,857.5,689,700.5,576,0.25,0,0,13864,10.74975,1,0,84.555,1828.585,43.76775,1.2834,7,3,0,0,0.9714,1,0,29.8305,50.193,60.85,1,1,1,1
中磊,通信網路業,5388,1066,915,912,591,0.1786,3,0.0017,48316.67,32.31,2,0.00075,77.7,4216.81,316694.0535,0.63,7,3,1,0.1429,1,1,28.67,581.91,610.58,0.63,1,1,1,1
富爾特,通信網路業,6136,1152,1019,840,739,0.38,0,0,0.0888,1.80295,1,0,118.5658,126.058,117.59895,101.32,7,3,1,0.14,0.92,1,0.19,30.5,1.302,0.0302,1,1,1,1
友勁,通信網路業,6142,737,611,566,408,0.2623,1,0.0017,30578,12.3336,1,0,58.1998,4331.56,796.42,1.7706,7,3,0,0,1,0.85,1.954,103.225,105.179,0.0424,1,1,1,1
百一,通信網路業,6152,1185,1027,1017,882,0.0002,0,0,2705,1.79295,1,0,12.26935,344.86,117.59895,335.9005,7,7,0,0,1,1,0.19,8,1.224,0.0002,1,1,1,1
居易,通信網路業,6216,1306,1133,990,865,0.1628,0,0,4466,1.78,1,0,353.313,470.801,117.59895,470.801,9,3,1,0.1111,0.8594,1,0,15,15,0.0899,1,1,1,1
